,user,movie
14411,2770,11237
34749,747,23462
21690,1426,2252
32850,47,2552
29253,3274,11842
25662,901,10057
24891,3274,11517
21545,523,9412
20418,313,14932
40382,3323,10672
27334,110,16762
17476,1846,9312
19550,2140,24207
39538,201,11547
23196,1300,7407
12150,502,957
3007,89,3937
27712,656,5797
32209,75,17647
26241,1832,11162
35542,1594,347
23103,3134,6532
2342,2665,3302
26318,383,19772
15360,1405,20632
13355,201,532
11191,922,8347
51699,2994,6582
47168,201,22987
24851,894,2017
12750,82,27142
50076,1615,1507
45591,1825,10607
26431,4191,3902
35575,2245,17152
15504,1608,10052
44964,810,19987
10070,1972,5807
27476,481,16832
23935,2854,842
9559,1300,6252
45743,810,5372
46752,404,8312
47548,117,262
30220,4380,7582
18028,2602,4167
22891,614,1657
25575,320,9842
12092,894,4957
41224,1111,20162
30399,1104,16452
42081,2350,2417
53663,1055,3527
45884,1034,5112
21785,2378,2082
9463,131,5447
41631,698,357
39612,873,24062
19457,2665,16317
56072,1258,2587
51781,82,15242
11251,180,57
37024,4149,5002
22073,180,3277
27179,1153,3262
18961,2917,8397
47301,2616,10887
12484,1748,38402
20405,1559,14992
2714,3225,4637
46272,2077,9807
38673,2441,9532
35652,110,3082
2855,1300,3597
47254,2378,1327
18069,1055,29392
52654,383,13072
51028,271,15407
30490,1748,3652
3816,54,8337
59190,796,662
27404,1601,6562
49023,831,1792
45608,2798,402
52747,740,7192
6109,2763,892
36642,1111,11437
41960,173,6902
52119,96,4112
1123,19,567
22071,3036,1197
44008,292,6027
53824,908,6737
8563,2028,8042
17497,404,5232
32372,1706,23567
39949,124,10027
58813,908,642
37762,530,82
36400,299,2957
18916,320,14447
1424,964,12222
39033,1608,1307
58863,3141,5107
24061,1790,14927
39420,1685,20957
49766,306,77
45205,1419,192
42988,299,3862
40402,2357,20702
25776,439,6567
51544,2448,44047
11947,159,30727
25048,3309,1987
11748,1265,1612
45863,82,19642
26553,2602,3082
5476,537,1402
43818,558,742
46482,2392,16902
52873,2357,16167
35867,2385,1242
37095,2525,6167
28493,712,3397
9372,2385,7102
11860,2686,5787
50703,4618,13412
24495,1895,4962
57314,1335,11647
25526,3736,13137
27535,1426,7347
59718,719,952
15790,1531,10837
38473,4345,5847
27735,1433,952
30009,866,1742
43373,341,6377
40200,285,39107
57745,2448,29987
56201,747,6562
46927,1314,6122
30802,2861,6217
55461,1146,14202
30796,523,2992
55989,3190,2997
23253,873,17812
2993,1174,4862
49417,1426,7932
40139,803,3977
28394,3113,28617
42843,1013,3222
51178,425,4367
9609,677,12932
30827,894,427
15045,2385,4717
7930,2245,2762
28270,271,4087
13407,257,22847
54492,838,15517
44738,2483,3907
49038,229,5297
16977,26,1727
113,3071,17842
30782,1790,6927
59959,82,7107
11576,698,9777
49213,614,5837
28672,873,5062
47189,747,2557
16016,3589,25282
11224,1916,4257
34835,103,1037
19777,3701,11707
53819,131,35617
13602,2770,30297
22198,1804,11557
9806,1650,2017
39676,3267,642
15770,306,5777
24967,110,7362
404,740,22497
2745,1125,17252
22148,852,3902
56950,1251,19022
39505,243,14117
43909,467,3177
14547,873,17792
47047,3323,2792
58691,1398,417
41059,180,14822
15546,2259,187
10200,1216,6222
37864,404,9717
55195,2574,7827
55333,75,17082
1846,3645,13127
27,460,2732
57671,3855,592
4372,2693,502
18173,1461,5632
27759,82,6052
2716,2119,5967
39335,1748,3452
23798,782,6322
18819,908,16502
34054,222,17697
41618,1895,7317
56872,2280,5832
51993,873,21882
52551,3428,952
43579,82,15927
56446,180,17957
2812,1559,31547
59380,684,3342
38216,2826,1097
35138,740,4402
4623,2077,8302
36770,1125,122
49222,1300,26572
4760,404,16557
34173,3218,6547
28734,285,6662
32898,3694,172
12571,2357,8577
1714,565,617
8073,278,6227
40118,2343,5237
40955,1111,3762
25626,75,1292
59103,2308,8397
16932,180,44507
16582,901,12502
18513,82,19347
1790,1531,5227
17541,257,1532
50174,2945,777
25350,3295,3192
28655,2112,47
30915,1202,20687
33728,649,2947
39373,1671,4622
18540,1349,1957
21804,3078,2257
53794,383,21372
6944,1825,102
54797,2112,582
59522,1195,2752
58478,3561,8697
48075,747,3127
54765,110,427
10642,82,38097
43058,453,1092
28821,1426,8822
11823,313,27647
20217,159,1457
38433,2014,8237
50195,726,2057
36625,271,5427
12631,2525,6987
33124,1622,4617
4361,2945,7927
36540,82,17207
20796,75,29552
26441,2371,9117
27338,173,11792
42678,873,19142
25266,4184,12182
41813,362,2732
30275,3232,6687
31862,1902,1182
53488,866,8167
22926,320,672
42013,887,3957
39039,2231,3242
57384,1118,42287
19657,1111,1612
24290,1300,332
4798,89,4022
22418,908,4592
7194,1762,11167
26669,152,2112
50892,656,47
34087,2525,1667
31217,2952,747
33387,2392,1302
56231,257,14747
36876,1559,927
18121,2525,2207
10271,1895,12217
30698,1804,2112
49831,82,4397
3334,922,22352
26321,2294,10602
15988,75,11097
59154,1167,1907
15532,719,2357
49,1083,11382
38719,404,3922
34293,922,4517
20117,4177,3622
479,2140,29872
45622,684,6722
58719,4079,3307
4851,1972,5327
49596,1006,7232
15249,12,25712
15697,866,112
17866,2539,582
3075,1713,1202
46304,110,882
12860,61,87
2355,488,6577
57788,558,17602
37641,110,2327
49100,383,13157
6976,327,11432
12596,1538,617
40322,3302,37
35241,1013,1827
11830,1237,17122
37539,873,10287
12151,747,172
26039,2126,1232
54086,2077,427
34083,4667,9092
58525,1426,16902
25693,607,5632
36894,2315,22372
40245,4310,942
58397,1048,6627
33737,12,11257
52800,1104,6587
26697,26,1917
15620,502,692
22471,26,12207
13344,194,13612
18160,747,9297
21836,712,792
55182,12,2312
13374,12,2822
23717,82,33437
15413,817,5837
26162,1559,8042
26801,1461,417
35025,418,3787
59232,4296,1382
10113,607,14442
41786,110,6537
10760,2077,19152
34576,306,272
30910,397,6482
14196,208,22892
47376,1258,5522
12733,1174,9362
1886,285,1402
51462,383,3312
1922,2798,5227
42527,1055,1397
2208,3764,427
22172,313,20652
8185,75,1402
42140,726,10242
53886,1104,7762
22235,607,5442
47247,2532,1967
9836,474,12327
35886,383,19612
43210,873,39717
16396,285,197
57009,964,4082
53851,82,10752
52930,3414,9142
20258,2168,337
41755,3071,4082
34701,75,40407
58058,1251,5357
32574,1167,1527
49435,271,1987
53877,1300,6762
28491,1440,1197
22032,2245,11072
5087,82,8657
10121,3967,1547
1356,3127,6332
33919,1111,3122
21748,3351,11587
44312,1615,21982
55069,831,332
46967,2812,1092
45932,1349,22947
7722,299,11997
13655,1055,6372
23700,509,25912
17502,3610,1037
40496,537,13547
55954,341,2812
9338,2525,1097
20811,894,1297
38171,1034,15632
13026,3358,1442
4080,439,19482
12864,3106,1397
31565,2553,2887
54641,3267,417
34521,1041,30687
33008,635,16632
40821,558,36222
40255,306,967
21817,782,952
57519,152,15627
41509,201,10442
4636,1209,1217
5712,1909,4027
47022,1349,19477
58453,607,5532
6646,1678,10272
52796,740,3037
51338,908,3242
21351,754,6497
54095,3225,2017
56037,1160,2707
40045,754,32422
4608,761,5482
8670,285,5482
12613,47,527
23508,2350,12142
29749,82,12367
25742,2812,367
45195,4324,18142
3159,2168,4412
4252,1230,7667
58960,1545,6217
6280,285,3927
42118,1069,5532
42303,887,27957
48158,19,17442
31711,1552,2632
3312,355,3217
16642,383,842
15138,89,16062
5096,754,342
16805,439,2462
59775,404,18887
36200,3120,592
9684,313,8227
37134,341,19067
32201,1748,2442
16493,894,8382
2172,2525,522
49335,54,727
3152,75,3922
35443,222,1192
33479,194,997
59660,271,6802
12141,523,532
20359,1440,6537
34363,1426,31952
37814,201,14042
48513,607,27997
4325,89,9747
1549,1006,21107
35349,2035,3927
31975,222,13972
12893,2665,4372
25435,1412,6702
14868,180,1757
12707,299,6487
13531,957,3597
21853,530,39187
58349,201,2032
34036,2658,4302
9492,873,18472
53568,2791,4112
19901,684,8597
22141,1790,20842
12377,817,18182
55631,299,1192
2031,1321,3527
25780,3372,1632
42929,1496,2347
35361,82,16342
33339,1426,5952
55692,152,432
39412,75,12987
4256,306,8507
8115,481,14312
16944,446,7272
32452,2077,7822
59827,1986,20557
13536,2378,3407
57813,54,17042
54377,915,4452
41570,271,16092
17146,1853,2252
10274,320,3517
50236,1223,12102
38606,4023,1347
22380,1405,882
10194,446,1917
20962,89,2182
2052,2287,1637
49777,2532,5002
51640,2840,1547
32444,4247,1907
13779,1713,37
41523,586,6392
45355,3708,19087
43105,201,5122
51625,3792,6077
2935,2770,6662
52594,1909,13137
18358,264,24132
808,3631,967
19427,1608,12557
41007,1426,7697
35657,3372,452
49033,558,5632
55979,2574,172
52555,1426,4807
48134,383,29327
56904,201,3852
45135,4149,9922
33924,201,7382
30716,96,12817
23791,607,4842
18396,523,12772
21814,873,677
39275,1230,427
3242,271,5807
47236,4135,592
25349,110,47
51008,838,5447
39776,3869,5737
51797,3190,8992
8996,383,2747
18418,1587,1192
14961,1006,17382
25142,1216,1462
7798,2189,2297
1704,124,35997
51342,2021,10137
46475,201,9062
43646,922,6567
53947,1097,8687
14490,2301,3032
29488,306,3682
5178,1153,5972
15348,96,17432
30911,306,1242
43848,138,957
4135,2238,13517
276,180,29512
10335,110,16167
9082,2553,32852
50252,257,44542
22056,271,4392
54245,1223,547
32914,537,17207
26180,110,8552
25599,3680,1352
59816,2910,3802
12333,2252,8332
5404,2315,23692
29881,1615,2252
49899,3274,1197
51663,1545,3407
15119,89,917
56657,957,2597
43733,922,24847
46009,3806,2122
8788,1440,8132
49937,264,29542
46088,2637,4547
39374,2749,792
44126,1286,19067
19882,1566,1917
42873,243,3322
47113,96,1512
19783,355,4772
59431,1615,2522
13766,894,11242
51902,3610,4502
10546,1006,87
39122,117,1567
56114,2896,3122
20571,82,25407
56598,551,7827
934,1370,927
58119,1139,17772
25148,390,1347
52791,124,32597
58408,1713,11722
40766,173,557
25399,677,502
58777,3001,3177
41170,1202,45077
57164,530,2377
37898,271,28992
32064,3106,4237
6706,537,10812
39199,390,642
8408,285,1037
29726,201,32597
48539,26,13422
712,698,17492
50569,2735,7062
48039,1405,3142
48328,782,27
19455,12,33487
45493,96,122
39300,1888,4617
18429,1468,2457
5523,467,6792
21085,887,18932
11168,2336,1497
48115,1468,3112
30384,180,35162
59414,544,1307
26046,726,10792
10536,4002,8397
55379,2028,2377
44676,936,23202
14709,1209,10452
49062,3043,592
41401,831,23827
50655,299,1832
26678,656,8822
20999,1069,1232
6571,922,887
816,467,3307
43334,1139,16407
3153,320,22067
43151,320,17652
8717,3953,11807
21656,1041,16112
56044,1111,21277
23579,621,452
12483,166,2222
47913,1083,3307
18514,3841,8397
32127,229,4082
14073,607,4437
20446,432,13877
57130,2595,1372
58708,537,5412
36478,712,2612
22432,278,5902
8690,180,3527
41546,82,17122
43811,544,14202
34654,971,10177
41085,4163,2612
39571,1930,16192
16348,313,18877
8715,1041,3792
30518,3274,9047
37054,4065,31087
13676,320,4112
37255,2770,342
25008,768,202
39043,439,21572
15106,467,5667
55005,1419,18587
33704,215,1442
11558,1055,467
58164,404,4252
40829,2259,10137
24212,404,21947
2539,1356,2017
22682,1118,5907
27002,642,37
46023,236,7822
16338,698,5897
47295,1790,717
2050,264,3297
2604,2140,18877
19006,376,26237
35292,1475,3322
26207,3197,2132
40075,698,1492
9079,1783,16017
3958,614,39037
20347,320,4622
43712,1706,12837
14968,4030,1347
1527,2665,22817
54089,712,19712
30468,873,12142
58449,2224,337
51211,2574,2752
10383,3708,2197
47724,761,577
6323,383,3267
5294,3036,19957
20606,747,11372
47017,2077,5227
13620,285,11642
24013,719,6077
21084,1958,967
9422,348,852
50588,278,8142
47263,1706,29987
54236,285,4517
3740,2770,10442
2530,89,3407
12536,586,4657
42090,2315,777
22724,12,20662
36173,838,2587
21391,1125,4167
41975,1034,5082
34907,964,20872
49461,1811,20707
25741,1139,8237
32836,12,10987
16958,3540,152
28176,397,2082
30392,1111,5767
27620,460,8797
39722,12,272
15128,75,9537
22725,481,657
56603,614,662
44691,1440,20837
59755,2588,7152
54789,936,967
53469,3939,8722
46601,306,4822
54018,1167,2082
53155,901,1077
32909,383,6597
8037,684,8132
51434,971,39142
56522,320,3497
5956,866,582
59069,2364,2452
27925,26,25617
15694,75,4677
38911,2231,15852
30049,2350,2927
55323,3540,2827
32821,75,10937
2899,726,2727
19788,2014,5837
12792,383,28892
14667,2553,3837
45410,3274,2622
58615,684,1972
41894,635,14497
29833,1426,1772
4853,1230,15112
22386,831,11012
37427,390,967
28462,96,8812
14603,901,7642
3831,180,14327
323,1972,10002
27109,894,4367
58109,404,477
50016,320,38587
51386,964,6492
49106,26,1017
43857,3841,6502
55973,110,142
7025,544,672
1840,3106,1797
16372,999,4692
4043,1321,8457
40006,2644,1182
57654,306,39792
9952,61,1567
16397,1587,5397
37499,306,7482
15545,264,4082
52998,383,13422
8529,852,4262
59919,320,2052
21228,2483,18262
16491,19,1547
34264,2420,212
33413,1321,4497
34227,222,19432
22941,1006,2207
49092,614,4352
34367,936,42097
54075,1825,4822
13247,68,3792
4146,2140,5777
30785,3169,6197
41551,3505,10732
15400,75,14817
17977,922,1172
30121,82,6957
55152,2238,13697
327,222,4517
40607,82,12377
46202,1706,34087
14353,481,6492
31690,908,1967
32618,1083,6197
637,383,17867
50783,89,8697
48340,2077,24762
54041,341,13447
14544,4100,5582
17861,747,19567
3197,1237,8147
13489,607,6832
6495,82,14442
19854,656,23627
47597,334,5227
8497,2427,14917
53856,712,4142
57402,530,20297
37413,383,19412
6426,810,7227
43277,208,12437
59261,1909,30272
21867,1111,12732
46139,1531,15792
6853,4142,722
14038,1440,4782
50341,936,6882
47027,4009,7607
17288,2889,9017
40528,152,15722
6988,271,13117
24445,61,13207
17131,656,532
5765,544,17297
32298,201,1797
54201,502,22527
44889,4149,4137
16745,1475,3797
50888,180,7332
13976,2238,3172
1637,4310,2107
58417,2133,11392
11064,747,26342
12560,3358,8167
7666,523,307
20763,1328,20657
40813,3589,347
45125,3036,21392
7772,82,20157
35358,1111,1607
2400,873,892
51739,4597,2477
11235,348,6537
14071,537,1192
33529,2378,6597
27175,271,30012
6738,2448,23247
31258,481,3427
46558,404,2762
7692,1293,32572
31897,26,21417
10943,3666,4572
12584,719,1832
39886,306,13817
44028,1328,29037
26327,1279,1057
53652,957,142
53309,705,12512
39291,3372,1547
19231,4149,1172
16632,1013,3597
47329,1020,1232
51979,586,35302
47231,12,14327
693,306,19512
56282,1909,2822
5793,1482,4117
2396,1699,592
3802,1699,2132
21038,1853,6277
30842,2882,152
24655,481,13472
25684,1804,19687
16100,586,3762
6987,2357,1407
15376,3519,427
35916,1685,13267
5932,1139,22282
8461,1741,5767
17757,1202,417
53340,1174,25617
48536,1237,35977
16952,446,1127
46950,3897,7232
45251,957,2782
34577,3183,3167
29086,565,20417
23894,936,3262
1749,971,18982
6752,1559,2997
22089,82,20072
53113,54,532
14338,1006,1892
53878,3351,6817
31506,404,42152
58221,516,182
54914,1566,1427
50443,1111,11562
440,684,1707
58429,4534,2497
58094,82,32742
50958,446,302
8130,3211,1737
12125,2819,502
36075,180,4827
17480,2168,20172
17415,607,22772
9246,964,37752
15931,208,10327
1628,201,36512
38000,362,1847
24017,768,307
30280,467,10002
32654,1909,14322
17521,1062,12502
38542,1153,5517
24710,180,427
53669,1251,11142
9245,1531,37
715,4212,277
13674,222,16497
8119,82,34632
35127,1300,16547
4994,1167,7802
59559,383,772
53147,1153,4582
56323,2497,927
39413,2532,6672
248,698,14007
39019,82,3472
36457,1713,6882
55197,2847,3387
34152,418,2382
2455,124,5292
51136,3232,6227
22989,1426,27677
51968,747,1777
6255,26,7482
34584,803,17672
1129,1020,2082
39201,1195,2377
27172,2364,402
36646,2693,17992
59130,299,14267
35073,201,7002
37232,712,542
50994,1041,25027
38983,334,337
54019,971,4077
9217,782,32287
45761,1097,2377
49692,1048,7037
59900,3589,1397
51491,12,19547
53083,201,13072
19485,964,16277
41657,1125,57
20536,1741,892
11681,866,312
5180,922,172
3330,201,21072
1009,1426,5697
13112,75,30357
10956,1307,3477
22300,1006,5442
38834,355,25587
6023,1741,6902
185,3701,1747
598,894,8507
28106,1909,13607
45987,446,22432
49330,838,13917
50247,68,12217
52620,614,6572
49984,1853,12772
3709,887,1412
18111,719,7827
57681,75,40467
38797,1972,3852
55901,383,4222
41425,1195,4397
48764,607,7872
9119,1797,112
30600,3190,26247
6315,3456,6707
1928,208,20677
16340,936,1462
48367,404,15547
23690,628,20502
33724,1769,1907
20336,1909,8507
8919,712,12787
32509,1069,30617
7333,1468,31802
23385,1517,34662
34882,75,6562
9917,2553,15822
21309,313,2357
55233,2770,4522
4474,82,14677
33666,1783,2252
28181,2231,8642
10189,3358,882
19867,2672,2857
14638,75,36697
10417,3722,4522
13246,3197,19687
57849,558,16272
12372,691,1847
1331,2413,3617
14532,1251,4082
423,327,222
44191,1377,4907
59786,747,9867
26413,75,3597
10058,1790,16732
17268,1748,5132
57621,180,3032
28349,201,8167
36790,117,2302
2062,110,4617
8697,978,7927
22204,439,30727
25277,404,32482
52346,1440,19797
15220,936,5027
55733,383,20367
14641,1790,2227
25764,4653,11587
16830,1125,5667
38496,439,662
56758,1258,5977
40595,82,30137
39959,1790,6587
2572,383,5477
21231,1405,892
20275,537,5447
32155,873,11032
31512,124,25747
14090,635,117
35468,887,8402
39009,1146,5982
58743,12,18692
25108,383,42272
13097,1167,1547
17974,383,30327
25175,2497,3217
53085,474,15672
47066,4121,5467
51299,376,9167
36342,873,4257
31221,677,10927
22257,208,5447
10903,2553,36692
9914,1111,6172
42071,26,4367
30301,621,19987
59330,1937,1007
43997,26,12142
14422,1986,29807
51933,691,512
19728,2399,2177
30146,1601,1707
19141,2868,40757
42080,2098,9657
59083,2126,2217
49492,397,1572
46040,747,26147
53406,341,4517
10181,1328,5067
14233,558,21352
3307,3470,10137
10001,684,19087
37057,131,13957
40503,54,3627
17322,1006,33657
58698,124,4582
58456,327,29942
53894,1300,4102
34626,4030,5697
43246,3078,5697
7030,341,402
40930,544,7767
11463,670,2612
49136,1104,6482
6375,2035,9877
18236,439,8107
53299,418,8547
27291,2532,15292
6073,894,10327
28693,1846,4907
1402,2245,852
14672,1426,19002
7440,1741,9142
32762,201,13162
58035,3232,17142
40472,3323,2112
56982,404,6512
7641,2441,6062
48834,635,10117
30391,565,31602
18122,1783,302
51948,3064,11492
25293,3386,4772
18630,390,9447
29128,3302,3907
46743,194,7822
3896,782,2127
14396,306,16527
11528,117,847
30671,607,4582
41443,4107,39837
58341,264,5582
19047,3393,22192
10715,2392,9532
21285,75,21357
4884,3232,1002
22163,2315,11007
58540,96,10057
23192,922,6547
10738,306,3322
4700,3092,31067
14980,1174,23492
32371,341,2752
49863,397,7167
31110,2140,1202
38721,768,4187
4379,96,5522
17433,4149,5752
53162,1692,87
3130,3015,5157
59913,2553,11482
46299,4534,2332
17942,607,31787
47068,824,2732
9146,936,6592
50578,761,2822
8206,446,27702
10201,82,2032
44877,4534,2217
44109,12,18167
1657,355,4437
34161,2427,822
29043,607,1197
49589,719,5132
7423,1090,5967
56354,2133,2217
30162,96,8352
29507,1069,12847
32040,873,7202
59759,306,4077
48092,607,12877
25525,873,12902
41016,838,9327
27668,1041,3447
10868,1230,15312
14745,264,23702
11470,628,8357
17294,1559,1192
58826,1125,392
55857,824,13312
33063,299,1867
14061,362,10027
45625,1692,31597
57320,306,41547
19079,3218,3622
25087,2966,2017
33698,1440,17652
11068,4037,3307
18862,2875,2342
42284,124,24352
50203,4457,1972
30378,481,2957
41315,747,11707
27370,2084,8397
55782,3561,132
17157,26,3117
36910,922,33057
2742,2868,1572
9851,922,4792
10223,61,26347
24958,1041,3702
42672,2959,102
2977,1272,7022
22249,397,4992
28983,3631,957
45320,1097,1397
22593,2189,1142
44182,761,3337
32241,1153,547
4968,474,13232
11895,439,12662
1655,1293,5087
16389,3099,2732
26175,544,537
746,1531,41342
57060,320,16167
3986,1860,8377
5224,1027,2017
8432,180,2392
44449,355,40417
40140,1237,17562
12375,292,3192
26016,3155,2552
54767,705,5197
33982,551,5052
45095,817,832
18917,1706,6517
21271,82,15932
944,96,892
53550,1902,1842
54428,537,5907
19796,404,28147
22749,460,722
53593,222,4412
44468,3519,1412
35965,453,6167
50156,2287,2132
45921,1328,3907
29371,2539,6537
58714,1055,6382
45775,474,712
49774,12,127
47917,19,7167
29308,2497,3097
38499,558,10992
10816,299,10532
55341,180,14077
36924,3897,6572
39575,1265,1762
2244,1202,7402
4591,1139,10437
22045,481,10727
50286,2847,2922
10874,383,3207
53332,614,4467
25515,4583,962
43037,2070,2962
27207,320,1212
6618,817,6567
58888,978,21347
11456,488,11577
41773,1167,1337
31150,698,18672
4601,747,3882
29399,4079,5107
9756,2861,10442
8584,3232,10567
19418,383,12122
45115,3351,36327
6374,4576,1387
54476,2280,6497
38061,3190,36807
44361,82,32817
47639,1685,7342
13352,2252,197
53047,1426,1732
36960,4198,892
48618,250,887
52619,481,25907
23083,383,1302
43392,1069,1307
21016,3078,27812
22434,1104,457
55406,278,5447
45160,614,7477
15817,1986,2687
10701,1405,13812
50628,264,4397
54352,383,2437
2402,670,24302
11093,89,867
40511,4310,3832
22002,1258,132
1921,82,4912
42462,82,43932
42819,2532,1877
58995,1790,8737
37322,390,4757
42477,2392,14637
52951,26,18272
31542,75,15592
37876,1174,9782
5892,922,5817
35796,3652,527
15735,691,19427
15393,3127,26762
32277,278,4522
43270,2273,2947
51499,537,14342
34519,761,9782
42874,1174,57
39785,390,372
46866,3071,14212
7789,964,11647
17265,537,15947
53168,782,13817
24402,3946,3407
39320,2371,3517
35797,306,5057
40319,2021,8207
48483,404,33047
20432,1335,3192
3529,89,4327
23143,152,6437
16668,481,1602
45423,2070,2312
36071,180,797
4504,1545,6902
23231,208,15947
36192,2511,3157
46781,2448,22447
10551,2595,1967
24497,1055,82
49030,1111,4117
29328,1020,16952
47320,768,3087
31609,292,7232
32632,2770,3062
48281,1020,10272
45908,320,32227
38713,306,1097
35539,404,6587
5344,1468,9007
17573,922,3912
27613,1713,20677
40911,285,4282
39317,1496,7912
27198,1895,1227
38615,75,7232
53748,607,1402
55640,1426,2032
19179,82,2212
23986,894,1632
21111,831,1072
35868,2378,3307
12725,3540,2997
19314,12,2302
31896,1146,5532
38102,271,5247
2373,131,5752
44522,1104,2602
9111,1643,3307
39242,82,24272
43073,845,2342
13280,698,9992
55539,2504,1182
41535,75,5767
20410,698,10712
44687,2973,4807
20176,2357,57
28477,1650,4727
11549,1041,7367
50842,4639,14677
36735,1111,1757
33267,1678,3897
22194,1804,9837
36977,873,4187
25765,1524,4777
37060,537,4532
52480,89,17682
39135,404,28392
22848,2273,592
40188,180,6662
20374,2252,4622
58915,159,18047
31442,75,10617
39336,334,1402
8345,2364,4522
48848,285,2632
12017,2049,8222
37690,2875,5767
6802,3183,1547
20293,194,2207
25213,1972,6562
42518,1496,10177
44479,3484,18012
35940,2756,2177
30022,1671,882
23207,285,17832
44926,1629,252
20533,2189,6187
56245,68,4382
58239,2378,14687
36836,425,6512
50877,418,3457
53483,4534,13072
13116,2749,4052
2022,1069,3907
23296,89,5662
2639,1041,8742
50018,1104,8047
4702,614,19307
45183,2441,8132
10075,586,12942
22462,152,13072
14110,1734,23777
36026,1258,32
51187,1951,2507
46178,257,11172
22923,3015,22347
17547,747,26467
8258,1825,1027
5272,670,5387
58823,3113,20392
33690,75,14647
52668,152,6957
17108,572,11432
8637,3274,3097
33938,299,312
13298,614,29522
54071,19,847
37272,173,8377
40764,1286,4912
18340,656,5832
51574,1440,15352
23981,530,41822
40551,1041,2312
25023,2245,39547
19616,383,3372
12123,747,18747
51798,1909,2592
59830,1195,3232
22364,3505,5057
39891,3911,16832
46162,425,1232
3921,691,17
25763,201,19952
55420,82,2647
43806,173,5002
16724,222,6922
40223,201,312
20608,810,8167
24863,89,3762
17498,264,6107
16962,61,40387
24507,439,8517
7474,3645,1802
40162,397,3222
5816,2315,12952
16405,1559,1082
42616,285,1457
6054,320,18627
27037,236,25722
2416,1706,2997
28483,19,18602
55835,299,11342
44681,152,1872
14753,1748,20237
51808,2294,18287
57749,873,8552
32079,1748,5107
28022,747,2992
41384,180,5327
59267,2231,6377
39347,1006,13867
19157,124,957
11887,1055,3322
37260,33,497
43651,82,25932
2205,2707,19412
52254,2042,2997
59841,82,33627
1025,3148,1397
13276,474,11512
21910,334,10232
4422,1300,13607
18109,61,257
58859,2161,4672
1888,3484,2992
38019,2560,9092
46037,3582,417
1437,2427,4117
9980,4240,4582
3824,2651,197
53114,558,1397
10402,894,20462
22480,1860,5192
7980,1174,14712
26123,2959,2322
49674,1300,3652
17605,873,8532
26214,89,2222
1481,446,8882
20750,2091,15252
39433,915,152
57990,1832,15157
2616,712,4367
26216,2805,927
55665,3190,3912
17925,460,4497
28070,54,2052
37181,1636,2512
5969,103,7632
2221,334,1832
56023,4149,12252
40155,110,4367
2928,3666,6952
49279,306,5747
43201,82,10302
35438,684,4517
28534,285,5367
51032,341,4502
13618,82,32002
33638,2378,672
8792,1853,6787
56083,222,1817
13869,803,7657
36814,2140,26627
59736,313,24422
39014,747,522
4072,4016,4522
12708,1174,17452
18629,1237,27
32104,1692,9487
24403,271,36307
44562,2077,20157
38921,460,5142
58053,383,1517
48775,2952,2762
40488,75,3347
58491,2700,8357
50610,1174,2502
28901,635,5467
35884,278,8377
18426,2525,2587
47974,1104,2407
33135,180,3887
29911,313,5482
50380,4520,427
44656,439,5492
1832,1300,11702
7668,1069,3792
16108,313,557
49720,1958,342
37794,712,4317
48830,320,43887
2866,208,3882
25425,544,2182
32664,1895,11692
31259,1230,25212
33279,89,10772
31660,922,372
52772,383,10732
41530,1034,3527
36970,19,192
48555,3876,27032
6060,460,12147
58605,306,12847
13073,1608,3992
20973,110,3212
45276,866,137
55681,306,3027
21447,341,3797
29561,348,7882
34992,54,2627
43518,698,477
15313,1888,6702
55174,2378,4517
36621,936,2117
11712,152,5327
27051,1426,35117
9048,1174,24427
28906,1328,34162
38305,1265,18982
39821,2035,16777
3876,383,30082
39928,1615,4707
20674,131,14727
6224,4184,3567
36783,257,14397
55626,208,3082
8517,831,4722
18157,1111,7617
35630,236,362
51724,614,6677
41703,4163,28407
8176,614,4382
44285,82,24567
33819,1909,2092
15444,82,6492
8978,1328,3502
35573,4394,10082
43889,537,2007
7565,2497,697
35467,180,4692
39810,3918,5837
9336,292,2667
59614,383,872
53472,1202,19892
56818,2021,2112
3688,285,12482
6573,1804,2312
37086,1461,2667
52922,1104,8667
44463,306,2702
21468,1034,5807
42012,82,12122
28622,82,45142
22817,852,1907
31984,383,9027
13332,4317,162
18789,2238,1232
22840,1349,2727
47698,383,11177
14429,1272,1182
42676,3540,8707
49304,439,1147
31566,383,2717
41271,1097,7457
25645,747,15542
47953,635,37422
14259,1006,30807
18905,2700,10752
29455,1391,6057
40799,1545,6657
23225,1153,8287
41659,607,12182
59195,12,522
58013,3078,3762
55209,1629,527
6878,1300,9532
24813,2798,567
22893,2616,1152
50211,2756,3792
33632,1615,5797
27643,3925,11957
50132,1608,3957
12131,180,18032
33081,544,4907
50823,1790,3947
40224,4324,8872
39526,3869,487
26243,2000,10572
18247,817,10612
44108,733,5297
31192,1510,9327
8229,208,1987
56413,1125,30342
47509,250,4002
10205,2427,11077
35295,845,13877
6388,544,4617
31262,2315,4082
26328,1951,927
18309,439,8092
44883,1132,2417
16435,922,14092
757,3498,1637
2192,3687,3527
47697,2700,6372
41548,698,592
31549,2308,2132
55778,19,92
16914,2063,2342
12021,3561,2597
17858,747,23622
53507,1426,2312
18119,89,13382
49526,1545,402
4281,2378,2547
47968,341,19307
39645,1979,14497
49673,3057,3612
34483,2973,892
9958,481,9802
16829,1419,1547
6259,2077,29032
5486,1251,5507
1802,19,7122
